,id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,away.conferenceId,season,status.type.altDetail,groups.id,groups.name,groups.shortName,groups.isConference
0,273090235,s:40~l:41~e:273090235~c:273090235,2007-11-06T00:00Z,16555,True,False,False,False,"[{'type': 'event', 'headline': '2K SPORTS COACHES VS CANCER CLASSIC AT MEMPHIS TN'}]",2007-11-06T00:00Z,0,N/A,1392,FedExForum,Memphis,TN,18400.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,235,s:40~l:41~t:235,Memphis,Tigers,MEM,Memphis Tigers,Memphis,002447,231f20,True,1392,https://a.espncdn.com/i/teamlogos/ncaa/500/235.png,11,2630,s:40~l:41~t:2630,UT Martin,Skyhawks,UTM,UT Martin Skyhawks,UT Martin,FF6700,102a5c,True,2043,https://a.espncdn.com/i/teamlogos/ncaa/500/2630.png,20,2008,,,,,
0,273090311,s:40~l:41~e:273090311~c:273090311,2007-11-05T21:00Z,0,True,True,False,False,"[{'type': 'event', 'headline': '2K SPORTS COACHES VS CANCER CLASSIC AT MEMPHIS TN'}]",2007-11-05T21:00Z,0,N/A,1392,FedExForum,Memphis,TN,18400.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,257,s:40~l:41~t:257,Richmond,Spiders,RICH,Richmond Spiders,Richmond,9e0712,b90b2e,True,4486,https://a.espncdn.com/i/teamlogos/ncaa/500/257.png,3,311,s:40~l:41~t:311,Maine,Black Bears,ME,Maine Black Bears,Maine,127dbe,,True,4605,https://a.espncdn.com/i/teamlogos/ncaa/500/311.png,1,2008,,,,,
0,273100235,s:40~l:41~e:273100235~c:273100235,2007-11-07T02:00Z,16771,True,False,False,False,"[{'type': 'event', 'headline': '2K SPORTS COACHES VS CANCER CLASSIC AT MEMPHIS TN'}]",2007-11-07T02:00Z,0,N/A,1392,FedExForum,Memphis,TN,18400.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,235,s:40~l:41~t:235,Memphis,Tigers,MEM,Memphis Tigers,Memphis,002447,231f20,True,1392,https://a.espncdn.com/i/teamlogos/ncaa/500/235.png,11,257,s:40~l:41~t:257,Richmond,Spiders,RICH,Richmond Spiders,Richmond,9e0712,b90b2e,True,4486,https://a.espncdn.com/i/teamlogos/ncaa/500/257.png,3,2008,,,,,
0,273100096,s:40~l:41~e:273100096~c:273100096,2007-11-07T00:00Z,20335,True,True,False,False,"[{'type': 'event', 'headline': '2K SPORTS COLLEGE HOOPS CLASSIC AT LEXINGTON KY'}]",2007-11-07T00:00Z,0,N/A,251,Rupp Arena,Lexington,KY,20500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,96,s:40~l:41~t:96,Kentucky,Wildcats,UK,Kentucky Wildcats,Kentucky,005DAA,ffffff,True,251,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,23,2110,s:40~l:41~t:2110,Central Arkansas,Bears,UCA,Central Arkansas Bears,Cent Arkansas,a7a9ac,8e959a,True,1908,https://a.espncdn.com/i/teamlogos/ncaa/500/2110.png,25,2008,,,,,
0,273102010,s:40~l:41~e:273102010~c:273102010,2007-11-06T21:00Z,0,True,True,False,False,"[{'type': 'event', 'headline': '2K SPORTS COACHES VS CANCER CLASSIC AT LEXINGTON KY'}]",2007-11-06T21:00Z,0,N/A,251,Rupp Arena,Lexington,KY,20500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2241,s:40~l:41~t:2241,Gardner-Webb,Bulldogs,GWEB,Gardner-Webb Bulldogs,Gardner-Webb,c12535,909090,True,2016,https://a.espncdn.com/i/teamlogos/ncaa/500/2241.png,46,2010,s:40~l:41~t:2010,Alabama A&M,Bulldogs,AAMU,Alabama A&M Bulldogs,Alabama A&M,790000,ffffff,True,2122,https://a.espncdn.com/i/teamlogos/ncaa/500/2010.png,26,2008,,,,,
0,273100311,s:40~l:41~e:273100311~c:273100311,2007-11-06T23:00Z,0,True,True,False,False,"[{'type': 'event', 'headline': '2K SPORTS COACHES VS CANCER CLASSIC AT MEMPHIS TN'}]",2007-11-06T23:00Z,0,N/A,1392,FedExForum,Memphis,TN,18400.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,311,s:40~l:41~t:311,Maine,Black Bears,ME,Maine Black Bears,Maine,127dbe,,True,4605,https://a.espncdn.com/i/teamlogos/ncaa/500/311.png,1,2630,s:40~l:41~t:2630,UT Martin,Skyhawks,UTM,UT Martin Skyhawks,UT Martin,FF6700,102a5c,True,2043,https://a.espncdn.com/i/teamlogos/ncaa/500/2630.png,20,2008,,,,,
0,273110096,s:40~l:41~e:273110096~c:273110096,2007-11-08T02:00Z,19845,True,True,False,False,"[{'type': 'event', 'headline': '2K SPORTS COACHES VS CANCER CLASSIC AT LEXINGTON KY'}]",2007-11-08T02:00Z,0,N/A,251,Rupp Arena,Lexington,KY,20500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,96,s:40~l:41~t:96,Kentucky,Wildcats,UK,Kentucky Wildcats,Kentucky,005DAA,ffffff,True,251,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,23,2241,s:40~l:41~t:2241,Gardner-Webb,Bulldogs,GWEB,Gardner-Webb Bulldogs,Gardner-Webb,c12535,909090,True,2016,https://a.espncdn.com/i/teamlogos/ncaa/500/2241.png,46,2008,,,,,
0,273112084,s:40~l:41~e:273112084~c:273112084,2007-11-07T21:00Z,0,True,True,False,False,"[{'type': 'event', 'headline': '2K SPORTS COACHES VS CANCER CLASSIC AT STORRS CT'}]",2007-11-07T21:00Z,0,N/A,1956,Gampel Pavilion,Storrs,CT,10167.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2084,s:40~l:41~t:2084,Buffalo,Bulls,BUFF,Buffalo Bulls,Buffalo,041A9B,ebebeb,True,2107,https://a.espncdn.com/i/teamlogos/ncaa/500/2084.png,14,2479,s:40~l:41~t:2479,Ohio Valley,Fighting Scots,OV,Ohio Valley Fighting Scots,Ohio Valley,000000,,False,,,,2008,,,,,
0,273112010,s:40~l:41~e:273112010~c:273112010,2007-11-07T23:00Z,0,True,True,False,False,"[{'type': 'event', 'headline': '2K SPORTS COACHES VS CANCER CLASSIC AT LEXINGTON KY'}]",2007-11-07T23:00Z,0,N/A,251,Rupp Arena,Lexington,KY,20500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2110,s:40~l:41~t:2110,Central Arkansas,Bears,UCA,Central Arkansas Bears,Cent Arkansas,a7a9ac,8e959a,True,1908,https://a.espncdn.com/i/teamlogos/ncaa/500/2110.png,25,2010,s:40~l:41~t:2010,Alabama A&M,Bulldogs,AAMU,Alabama A&M Bulldogs,Alabama A&M,790000,ffffff,True,2122,https://a.espncdn.com/i/teamlogos/ncaa/500/2010.png,26,2008,,,,,
0,273110041,s:40~l:41~e:273110041~c:273110041,2007-11-08T00:00Z,9711,True,True,False,False,"[{'type': 'event', 'headline': '2K SPORTS COACHES VS CANCER CLASSIC AT STORRS CT'}]",2007-11-08T00:00Z,0,N/A,1956,Gampel Pavilion,Storrs,CT,10167.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,41,s:40~l:41~t:41,UConn,Huskies,CONN,UConn Huskies,UConn,001d40,f1f2f3,True,1956,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,4,2415,s:40~l:41~t:2415,Morgan St,Bears,MORG,Morgan St Bears,Morgan State,014786,f47937,True,2021,https://a.espncdn.com/i/teamlogos/ncaa/500/2415.png,16,2008,,,,,
