id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,startDate,notes_type,notes_headline,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,format.regulation.periods,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,home.score,home.winner,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,away.conferenceId,away.score,away.winner,game_id,season,season_type,status.type.altDetail,groups.id,groups.name,groups.shortName,groups.isConference,tournamentId,PBP,team_box,player_box
310940041,s:40~l:41~e:310940041~c:310940041,2011-04-05T01:23Z,70376,TRUE,TRUE,FALSE,FALSE,2011-04-05T01:23Z,event,MEN'S BASKETBALL CHAMPIONSHIP - NATIONAL CHAMPIONSHIP AT HOUSTON,,,,,,,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,41,s:40~l:41~t:41,UConn,Huskies,CONN,UConn Huskies,UConn,001d40,f1f2f3,TRUE,1956,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,4,53,TRUE,2086,s:40~l:41~t:2086,Butler,Bulldogs,BUT,Butler Bulldogs,Butler,0d1361,00a3e0,TRUE,2032,https://a.espncdn.com/i/teamlogos/ncaa/500/2086.png,45,41,FALSE,310940041,2011,3,,,,,,22,FALSE,FALSE,FALSE
310920041,s:40~l:41~e:310920041~c:310920041,2011-04-03T01:08Z,75421,TRUE,TRUE,FALSE,FALSE,2011-04-03T01:08Z,event,MEN'S BASKETBALL CHAMPIONSHIP - FINAL FOUR AT HOUSTON,,,,,,,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,41,s:40~l:41~t:41,UConn,Huskies,CONN,UConn Huskies,UConn,001d40,f1f2f3,TRUE,1956,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,4,56,TRUE,96,s:40~l:41~t:96,Kentucky,Wildcats,UK,Kentucky Wildcats,Kentucky,005DAA,ffffff,TRUE,251,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,23,55,FALSE,310920041,2011,3,,,,,,22,FALSE,FALSE,FALSE
310922086,s:40~l:41~e:310922086~c:310922086,2011-04-02T22:09Z,0,TRUE,TRUE,FALSE,FALSE,2011-04-02T22:09Z,event,MEN'S BASKETBALL CHAMPIONSHIP - FINAL FOUR AT HOUSTON,,,,,,,,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2086,s:40~l:41~t:2086,Butler,Bulldogs,BUT,Butler Bulldogs,Butler,0d1361,00a3e0,TRUE,2032,https://a.espncdn.com/i/teamlogos/ncaa/500/2086.png,45,70,TRUE,2670,s:40~l:41~t:2670,VCU,Rams,VCU,VCU Rams,VCU,929292,edb71d,TRUE,2051,https://a.espncdn.com/i/teamlogos/ncaa/500/2670.png,10,62,FALSE,310922086,2011,3,,,,,,22,FALSE,FALSE,FALSE
310912483,s:40~l:41~e:310912483~c:310912483,2011-04-02T02:00Z,9335,TRUE,FALSE,FALSE,FALSE,2011-04-02T02:00Z,event,CBI CHAMPIONSHIP SERIES - GAME 3,1,STD,1977,Matthew Knight Arena,Eugene,OR,12364,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2483,s:40~l:41~t:2483,Oregon,Ducks,ORE,Oregon Ducks,Oregon,044520,fee123,TRUE,1977,https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png,21,71,TRUE,156,s:40~l:41~t:156,Creighton,Bluejays,CREI,Creighton Bluejays,Creighton,13299e,00235d,TRUE,353,https://a.espncdn.com/i/teamlogos/ncaa/500/156.png,18,69,FALSE,310912483,2011,3,,,,,,11,FALSE,FALSE,FALSE
310900333,s:40~l:41~e:310900333~c:310900333,2011-03-31T23:00Z,4873,TRUE,TRUE,FALSE,FALSE,2011-03-31T23:00Z,event,NIT - CHAMPIONSHIP AT NEW YORK,,,1830,Madison Square Garden,New York,NY,19812,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,333,s:40~l:41~t:333,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Alabama,690014,f1f2f3,TRUE,1925,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,23,57,FALSE,2724,s:40~l:41~t:2724,Wichita State,Shockers,WICH,Wichita State Shockers,Wichita State,0d0a03,ffc41e,TRUE,2086,https://a.espncdn.com/i/teamlogos/ncaa/500/2724.png,18,66,TRUE,310900333,2011,3,,,,,,21,TRUE,TRUE,TRUE
310892483,s:40~l:41~e:310892483~c:310892483,2011-03-31T02:00Z,7875,TRUE,FALSE,FALSE,FALSE,2011-03-31T02:00Z,event,CBI CHAMPIONSHIP SERIES - GAME 2,11,RD128,1977,Matthew Knight Arena,Eugene,OR,12364,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2483,s:40~l:41~t:2483,Oregon,Ducks,ORE,Oregon Ducks,Oregon,044520,fee123,TRUE,1977,https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png,21,71,TRUE,156,s:40~l:41~t:156,Creighton,Bluejays,CREI,Creighton Bluejays,Creighton,13299e,00235d,TRUE,353,https://a.espncdn.com/i/teamlogos/ncaa/500/156.png,18,58,FALSE,310892483,2011,3,,,,,,11,FALSE,FALSE,FALSE
310890314,s:40~l:41~e:310890314~c:310890314,2011-03-31T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-03-31T00:00Z,event,CIT CHAMPIONSHIP GAME,35,Semifinal Bowl,2001,Hynes Athletics Center,New Rochelle,NY,2578,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,314,s:40~l:41~t:314,Iona,Gaels,IONA,Iona Gaels,Iona,8c001a,f6a704,TRUE,2001,https://a.espncdn.com/i/teamlogos/ncaa/500/314.png,13,69,FALSE,2541,s:40~l:41~t:2541,Santa Clara,Broncos,SCU,Santa Clara Broncos,Santa Clara,690b0b,101010,TRUE,544,https://a.espncdn.com/i/teamlogos/ncaa/500/2541.png,29,76,TRUE,310890314,2011,3,,,,,,35,FALSE,FALSE,FALSE
310880038,s:40~l:41~e:310880038~c:310880038,2011-03-30T01:00Z,6082,TRUE,TRUE,FALSE,FALSE,2011-03-30T01:00Z,event,NIT - SEMIFINALS AT NEW YORK,,,1830,Madison Square Garden,New York,NY,19812,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,38,s:40~l:41~t:38,Colorado,Buffaloes,COLO,Colorado Buffaloes,Colorado,d1c57e,ffd200,TRUE,2207,https://a.espncdn.com/i/teamlogos/ncaa/500/38.png,8,61,FALSE,333,s:40~l:41~t:333,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Alabama,690014,f1f2f3,TRUE,1925,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,23,62,TRUE,310880038,2011,3,,,,,,21,FALSE,TRUE,TRUE
310880265,s:40~l:41~e:310880265~c:310880265,2011-03-29T23:00Z,0,TRUE,TRUE,FALSE,FALSE,2011-03-29T23:00Z,event,NIT - SEMIFINALS AT NEW YORK,,,1830,Madison Square Garden,New York,NY,19812,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,265,s:40~l:41~t:265,Washington State,Cougars,WSU,Washington State Cougars,Washington St,94022a,6a747c,TRUE,2052,https://a.espncdn.com/i/teamlogos/ncaa/500/265.png,21,44,FALSE,2724,s:40~l:41~t:2724,Wichita State,Shockers,WICH,Wichita State Shockers,Wichita State,0d0a03,ffc41e,TRUE,2086,https://a.espncdn.com/i/teamlogos/ncaa/500/2724.png,18,75,TRUE,310880265,2011,3,,,,,,21,FALSE,TRUE,TRUE
310870156,s:40~l:41~e:310870156~c:310870156,2011-03-29T00:00Z,12381,TRUE,FALSE,FALSE,FALSE,2011-03-29T00:00Z,event,CBI CHAMPIONSHIP SERIES - GAME 1,11,RD128,353,CHI Health Center Omaha,Omaha,NE,17352,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,156,s:40~l:41~t:156,Creighton,Bluejays,CREI,Creighton Bluejays,Creighton,13299e,00235d,TRUE,353,https://a.espncdn.com/i/teamlogos/ncaa/500/156.png,18,84,TRUE,2483,s:40~l:41~t:2483,Oregon,Ducks,ORE,Oregon Ducks,Oregon,044520,fee123,TRUE,1977,https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png,21,76,FALSE,310870156,2011,3,,,,,,11,FALSE,FALSE,FALSE
