Role,Number,Player,Ht,Wt,Yr,G,Min.Pct,ORtg,Poss.Pct,Shots.Pct,eFG.Pct,TS.Pct,OR.Pct,DR.Pct,ARate,TORate,Blk.Pct,Stl.Pct,FCper40,FDper40,FTRate,FTM,FTA,FT.Pct,FGM_2,FGA_2,FG_2.Pct,FGM_3,FGA_3,FG_3.Pct,Min.Pct.Rk,ORtg.Rk,Poss.Pct.Rk,Shots.Pct.Rk,eFG.Pct.Rk,TS.Pct.Rk,OR.Pct.Rk,DR.Pct.Rk,ARate.Rk,TORate.Rk,Blk.Pct.Rk,Stl.Pct.Rk,FCper40.Rk,FDper40.Rk,FTRate.Rk,FT.Pct.Rk,FG_2.Pct.Rk,FG_3.Pct.Rk,NationalRank,Team,Year,PlayerId
Benchwarmer,NA,Derrick Russell,,NA,Fr,17,6.2,71.2,17.8,10.6,54.5,47.9,12.9,0,0,36.9,7.1,1.5,9.5,3.9,109.1,4,12,0.333,6,11,0.545,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2002,17525
Benchwarmer,NA,Sam Milledge,,NA,So,16,5.4,42.1,10.8,7.7,21.4,21.4,4.9,7.9,7.9,54,0,1.7,4,0.6,0,0,0,0,0,2,0,1,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2002,18003
Benchwarmer,NA,Kevin Harris,,NA,,6,4.3,12.9,19.8,9.6,0,0,2.1,12.9,12.9,68.5,1.7,2.1,2.1,1,14.3,0,1,0,0,3,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2002,35586
Benchwarmer,NA,George Slaughter,6-1,190,,7,2.5,80,15.6,7.2,33.3,61.2,3.6,11.9,11.9,47,0,3.7,2.5,3.4,133.3,4,4,0.999,1,3,0.333,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2002,35141
Go-to Guys,NA,E.J. Gallup,NA,NA,So,9,28.4,90.5,31.4,37.8,44.2,47.2,1.8,9.9,9.9,17.5,0.4,1.6,2.1,2.1,13.9,20,23,0.87,28,80,0.35,30,85,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2002,17027
Significant Contributor,NA,Will Brand,NA,NA,,28,77.4,86.8,23.8,23,44,46.3,6.2,15.5,15.5,23,3.4,2.4,3.3,2.4,27.7,46,76,0.605,95,222,0.428,17,52,0.327,341,NA,365,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,National Rank,Albany,2002,36520
Significant Contributor,NA,Antione Johnson,NA,NA,Jr,28,75.9,94.3,22.6,26.6,43.2,47,2.1,11.6,11.6,15.2,0.6,1.5,2.4,2,18.7,49,58,0.845,77,192,0.401,38,118,0.322,412,NA,NA,255,NA,NA,NA,NA,NA,224,NA,NA,248,NA,NA,77,NA,NA,National Rank,Albany,2002,18084
Significant Contributor,NA,Rhasheed Peterson,NA,NA,Jr,28,55.3,91,21.5,25,46.5,48,3.8,6.8,6.8,19.2,2.4,1.6,3.5,1.5,12.7,19,27,0.704,39,101,0.386,40,112,0.357,NA,NA,NA,369,NA,NA,NA,NA,NA,NA,409,NA,NA,NA,NA,NA,NA,467,National Rank,Albany,2002,18207
Role Player,NA,Earv Opong,NA,NA,Jr,28,88.9,82.7,18.7,17.4,41.6,43.7,1.7,21,21.4,26.8,0.1,3.2,2,1.6,21.4,31,51,0.608,45,114,0.395,36,124,0.29,4,NA,NA,NA,NA,NA,NA,NA,323,NA,NA,209,64,NA,NA,NA,NA,NA,National Rank,Albany,2002,18121
Role Player,NA,Joe Vukovic,NA,NA,,28,41.8,89.4,16.1,15.1,37.1,40.1,15.2,7.5,7.5,19,2.7,2.4,6.1,1.8,27.8,16,27,0.593,36,97,0.371,0,0,0,NA,NA,NA,NA,NA,NA,12,224,NA,NA,369,NA,NA,NA,NA,NA,NA,NA,National Rank,Albany,2002,35419
Role Player,NA,Sequon Young,NA,NA,,25,11.1,81.7,19.5,12.9,43.2,51.4,8.1,19.3,19.3,38.5,0,5,3.8,2.1,40.9,8,9,0.889,8,19,0.421,1,3,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2002,36248
Limited Role,NA,Chris Wyatt,NA,NA,Fr,25,48,85.5,15.2,12.6,50.5,52.7,4.2,6.7,6.7,29.7,3.7,2.2,5,2.1,40.9,23,38,0.605,47,93,0.505,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,NA,NA,NA,NA,NA,NA,NA,National Rank,Albany,2002,2774
Limited Role,NA,Alex Barnhill,NA,NA,,13,16.3,82.4,15.4,13.2,33.3,40.8,11.1,4.7,4.7,24.5,0.7,1,3.7,2.1,39.4,10,13,0.769,11,32,0.344,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2002,34418
Limited Role,NA,Janis Pipikis,NA,NA,So,18,13,84.1,15.2,15.5,38.7,40.6,4.7,9.2,9.2,16.9,0.9,1.3,6.3,2,32.3,5,10,0.5,12,31,0.387,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2002,18046
