Role,Number,Player,Ht,Wt,Yr,G,Min.Pct,ORtg,Poss.Pct,Shots.Pct,eFG.Pct,TS.Pct,OR.Pct,DR.Pct,ARate,TORate,Blk.Pct,Stl.Pct,FCper40,FDper40,FTRate,FTM,FTA,FT.Pct,FGM_2,FGA_2,FG_2.Pct,FGM_3,FGA_3,FG_3.Pct,Min.Pct.Rk,ORtg.Rk,Poss.Pct.Rk,Shots.Pct.Rk,eFG.Pct.Rk,TS.Pct.Rk,OR.Pct.Rk,DR.Pct.Rk,ARate.Rk,TORate.Rk,Blk.Pct.Rk,Stl.Pct.Rk,FCper40.Rk,FDper40.Rk,FTRate.Rk,FT.Pct.Rk,FG_2.Pct.Rk,FG_3.Pct.Rk,NationalRank,Team,Year,PlayerId
Major Contributor,NA,Caleb Buchanan,,NA,Jr,21,10.3,76.9,25.3,24.9,41.9,45.4,2.7,12.5,12.5,26.8,4.5,3.1,8.7,3.9,29,6,9,0.667,10,17,0.588,2,14,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2004,2538
Significant Contributor,NA,Tim Keller,,NA,Jr,29,82.8,112.1,21.1,22.5,52.7,58.2,2,15,15.9,13.8,2.1,2.9,2.5,4.3,44.7,81,101,0.802,44,83,0.53,50,143,0.35,196,272,NA,NA,4,263,NA,NA,NA,12,NA,37,355,NA,35,193,437,NA,National Rank,Air Force,2004,268
Significant Contributor,NA,Nick Welch,,NA,,28,77.6,119.5,22.3,22.9,62,63.9,6.2,23.7,23.7,17.2,2.4,3.3,3,3.8,32.9,51,71,0.718,83,135,0.615,34,81,0.42,379,62,NA,NA,3,36,NA,NA,254,484,456,21,NA,NA,NA,NA,56,112,National Rank,Air Force,2004,441
Significant Contributor,NA,Joel Gerlach,6-6,205,Sr,29,60.8,106,20.7,21.4,57,59.9,2.7,10.6,10.6,17.6,2.5,2.8,4.1,4.3,48.7,53,77,0.688,39,76,0.513,34,82,0.415,NA,NA,NA,NA,157,164,NA,NA,NA,NA,442,416,NA,NA,256,NA,NA,131,National Rank,Air Force,2004,17273
Significant Contributor,NA,Matt McCraw,,NA,Fr,27,21.6,123.2,20,20.6,61.1,66.7,7,13,13.9,16.1,0.5,3.5,3.4,3.8,40.7,20,22,0.909,9,21,0.429,16,33,0.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2004,1005
Significant Contributor,NA,Dan Nwaelele,,NA,Fr,24,18,89.7,23.9,18.7,50,56.4,3.8,18.1,18.1,32.3,2.6,3.9,2.9,4.2,48.8,16,20,0.8,10,19,0.526,7,22,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2004,2226
Role Player,NA,A.J. Kuhle,6-3,189,Sr,29,82,116.5,17,16.3,61.4,63.4,3,22.5,22.5,20.9,0.1,2.1,2.1,2.8,30.2,36,49,0.735,41,69,0.594,39,93,0.419,221,117,NA,NA,35,45,NA,NA,313,NA,NA,NA,171,NA,NA,NA,1,113,National Rank,Air Force,2004,16932
Role Player,NA,Antoine Hood,,NA,,29,78.4,115.4,19.4,20.4,65.6,66.2,5.6,12.3,12.3,18.7,0.9,2.7,3.5,3.5,34.9,45,68,0.662,68,97,0.701,40,98,0.408,348,143,NA,NA,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,158,National Rank,Air Force,2004,175
Role Player,NA,Jacob Burtschi,,NA,Fr,29,39.6,102.7,17.6,19.3,55.4,52.9,9.1,10.1,10.1,16.3,1.2,3.4,4.4,2.6,20.4,5,19,0.263,26,33,0.788,17,60,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2004,837
Role Player,NA,David Peterson,,NA,,14,11,70.2,17.3,11.9,46.9,47.5,2.5,15.4,15.4,43,2.1,1.1,7.2,2.4,25,2,4,0.5,3,8,0.375,3,8,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2004,18048
Go-to Guys,NA,Derrick Tarver,6-4,210,Sr,27,74.5,110.7,33,36,54.9,60.1,3.9,13,13.3,15.8,0,1.6,2.5,7.9,57.5,173,230,0.752,149,249,0.598,47,151,0.311,NA,344,7,4,252,149,NA,NA,NA,305,NA,NA,308,6,123,481,87,NA,National Rank,Akron,2004,17067
Significant Contributor,NA,Jeremiah Wood,,NA,,28,61.4,107.3,21.5,20.3,58.6,57.5,13.8,8.5,8.5,17.3,1.3,1.6,4.4,5.1,62.4,59,116,0.509,109,186,0.586,0,0,0,NA,NA,NA,NA,94,31,26,101,NA,NA,NA,NA,NA,297,84,NA,124,NA,National Rank,Akron,2004,2738
Significant Contributor,NA,Matt Futch,,NA,,27,38,77.1,20,21.9,37.5,40.2,7,3.2,3.2,21.2,2.6,1,6.6,3.6,34.7,23,43,0.535,45,122,0.369,1,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akron,2004,2320
Role Player,NA,Dru Joyce,,NA,Fr,28,58.8,100,16.1,17.1,49,51.9,1.5,19,19.4,23,0,1.8,3.1,2.4,23.3,26,35,0.743,15,41,0.366,39,109,0.358,NA,NA,NA,NA,NA,NA,NA,NA,487,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Akron,2004,464
Role Player,NA,Romeo Travis,,NA,Fr,28,57.4,102.7,19.3,18.7,52.5,53.8,10.6,11.1,11.1,19.2,3.9,2,4.7,4,48.8,44,78,0.564,84,159,0.528,0,1,0,NA,NA,NA,NA,NA,NA,215,363,NA,NA,225,NA,NA,NA,NA,NA,452,NA,National Rank,Akron,2004,729
Role Player,NA,Johnny Hollingsworth,6-1,175,Sr,21,51.4,102,18.8,15.9,44.7,49.6,3,30,30.2,22.1,0.5,3.4,2.2,3.9,55.7,44,68,0.647,29,78,0.372,17,44,0.386,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,163,189,NA,NA,NA,NA,NA,National Rank,Akron,2004,17427
Limited Role,NA,Andy Hipsher,6-8,209,Sr,27,61.8,98.7,15.9,11.7,57.9,59.5,4.5,16.7,16.7,29.6,1.4,2.6,3.1,3.7,71.3,47,77,0.61,49,83,0.59,9,25,0.36,NA,NA,NA,NA,128,181,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,112,NA,National Rank,Akron,2004,17259
Limited Role,NA,Rick McFadden,,NA,Jr,28,52.9,119.8,15.3,19.3,66.4,66.8,3.6,12.9,12.9,19.2,0.2,2.5,5,1.9,11.2,12,17,0.706,17,34,0.5,56,118,0.475,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,National Rank,Akron,2004,1297
Limited Role,NA,Mario Collins,,NA,,23,16.4,79.6,14.9,8.6,31,39.8,1.3,28,28.4,38.3,0,6,3.9,2.9,66.7,9,14,0.643,2,9,0.222,3,12,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akron,2004,1906
Limited Role,NA,Bryan Hipsher,,NA,,19,12.4,89.6,13.5,9.7,50,57.3,2.7,15.5,15.5,37.2,0,1.7,4.8,2.4,44.4,7,8,0.875,9,11,0.818,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akron,2004,4193
Major Contributor,NA,Kennedy Winston,,NA,So,33,84.6,108.5,26.2,28.2,50.7,54.9,5.8,13,13,14.6,0.9,1.5,2.4,5.3,41.2,128,177,0.723,146,309,0.472,48,121,0.397,132,48,205,181,NA,NA,NA,NA,NA,198,NA,NA,258,246,437,NA,NA,231,National Rank,Alabama,2004,134
Major Contributor,NA,Chuck Davis,,NA,,33,70.7,98.5,24.7,21.8,51.8,55.8,9.5,10.4,10.4,24.5,4.7,1.7,4.8,4.9,48.2,93,134,0.694,141,272,0.518,2,6,0.333,NA,NA,335,NA,453,442,369,NA,NA,NA,162,NA,NA,382,266,NA,NA,NA,National Rank,Alabama,2004,269
Significant Contributor,NA,Earnest Shelton,,NA,Jr,31,76.6,114.4,23.5,24.9,53.6,59.3,4.1,12,12.6,16,0.1,2.1,2.6,4.9,43,122,148,0.824,69,124,0.556,77,220,0.35,415,184,486,425,336,197,NA,NA,NA,325,NA,NA,374,38,387,116,252,NA,National Rank,Alabama,2004,289
Role Player,NA,Emmett Thomas,6-4,205,Sr,33,54.5,113.6,18.4,21.2,59.4,60.9,5.3,4.9,4.9,16.6,0.3,1.4,3.6,3.2,27.9,40,58,0.69,41,83,0.494,55,125,0.44,NA,215,NA,NA,NA,NA,NA,NA,NA,404,NA,NA,NA,NA,NA,NA,NA,53,National Rank,Alabama,2004,17378
Role Player,NA,Evan Brock,,NA,,32,34.1,88.6,16.8,13.8,36.5,43.4,7.4,8.9,8.9,21.1,1.5,1.4,4.5,4.3,69.4,36,59,0.61,31,83,0.373,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2004,2451
Limited Role,NA,Antoine Pettway,6-0,170,Sr,33,81.3,113.1,15.8,16.2,51.1,55,1.7,20.3,20.3,16.8,0.6,3.7,3,2.9,32.5,59,77,0.766,55,117,0.47,44,120,0.367,235,232,NA,NA,NA,NA,NA,NA,436,436,NA,117,NA,NA,NA,404,NA,448,National Rank,Alabama,2004,16937
Limited Role,NA,Jermareo Davidson,,NA,Fr,33,57.2,97,14.2,13.8,47.2,49.2,8.6,3.8,3.8,19.5,6.8,0.6,3.6,2.8,36.6,30,52,0.577,67,142,0.472,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama,2004,1016
Limited Role,NA,Demetrius Smith,6-2,210,Sr,32,32.3,92.2,12.4,8.1,51.1,50.5,2.2,21.9,21.9,33.6,0.3,1.9,4.7,2.3,46.8,10,22,0.455,15,28,0.536,6,19,0.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2004,17689
Go-to Guys,NA,Obie Trotter,,NA,,29,79.3,106.6,28.2,28.6,51.1,55.7,5.3,31.5,31.5,19.5,0.3,5,3.3,5.4,38.5,118,154,0.766,107,221,0.484,65,179,0.363,307,NA,82,155,NA,45,NA,NA,56,NA,NA,1,NA,214,NA,404,NA,472,National Rank,Alabama A&M,2004,11
Significant Contributor,NA,Terry Horton,6-3,185,Sr,29,70.2,112.1,22.1,29.1,53.8,56,5.3,8.4,8.4,10.6,1,1.4,2.6,3.6,20.8,56,75,0.747,129,228,0.566,43,132,0.326,NA,274,NA,128,321,422,NA,NA,NA,17,NA,NA,402,NA,NA,NA,206,NA,National Rank,Alabama A&M,2004,17144
Significant Contributor,NA,Rickey Ricketts,,NA,Jr,29,51.8,92.2,23.6,29,43.6,46.6,2.7,13,13.4,17.1,0.7,2.1,3.1,3.6,20.5,40,54,0.741,37,92,0.402,52,172,0.302,NA,NA,473,134,NA,NA,NA,NA,NA,472,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama A&M,2004,1301
Significant Contributor,NA,Marcus Young,,NA,,22,24.2,81.7,23,16.9,47.9,54.7,3.2,20,20.9,38.2,0.3,1.7,4,4.3,48.6,28,35,0.8,24,49,0.49,7,23,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2004,1697
Role Player,NA,Otis Walker,6-6,228,Sr,30,59.4,89.6,17,13.2,44.9,49.7,8.3,2.7,2.7,22.4,2.1,1.1,5.5,5.5,94.9,75,131,0.573,62,138,0.449,0,0,0,NA,NA,NA,NA,NA,NA,NA,208,NA,NA,NA,NA,NA,206,NA,NA,NA,NA,National Rank,Alabama A&M,2004,17283
Role Player,NA,Andre Matthews,,NA,,28,47.6,83.6,18.2,16.3,41.6,45.7,7.5,8.4,8.4,25.6,1.2,0.7,4.9,3.9,46.7,39,64,0.609,57,133,0.429,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama A&M,2004,1227
Role Player,NA,Chris Collins,,NA,,26,37.2,81.3,18.5,16.7,36.7,45.6,3.7,3.1,3.1,23.7,6.6,1.1,5.7,5.1,67,51,73,0.699,40,109,0.367,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2004,1331
Limited Role,NA,Lorenzo Burks,5-11,185,Sr,28,47.9,83.9,15.9,10.7,37.2,45.7,3.1,22,22,31.6,0.3,2.5,4.9,4.1,78.9,46,71,0.648,17,50,0.34,11,40,0.275,NA,NA,NA,NA,NA,NA,NA,NA,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama A&M,2004,17474
Limited Role,NA,Jarvis Smith,6-8,235,Sr,30,37.1,80.8,12.2,12.6,32.9,37,9.8,2.5,2.5,21,1.6,1,6.4,2.2,25.6,14,21,0.667,27,82,0.329,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2004,17624
Limited Role,NA,Everett Smith,,NA,,25,24,85.5,15.9,16.3,43.5,46,6.9,11,11,27.3,0,0.9,4.6,2,11.6,7,8,0.875,24,56,0.429,4,13,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2004,17813
Significant Contributor,NA,Malcolm Campbell,5-10,160,Sr,31,81,107,22.9,27.3,53.1,56.2,2.4,27,27.1,21.9,0.1,3,2.1,3.1,20.5,58,69,0.841,65,156,0.417,76,181,0.42,245,NA,NA,234,369,401,NA,NA,146,NA,NA,306,16,NA,NA,75,NA,111,National Rank,Alabama St.,2004,16942
Significant Contributor,NA,Ralfeal Golden,,NA,,31,75,101.2,22.7,25.1,46,52.5,5.2,9.9,9.9,18.7,0.4,1.8,3.5,5.1,51.2,111,147,0.755,87,176,0.494,30,111,0.27,497,NA,NA,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,219,46,NA,NA,National Rank,Alabama St.,2004,1102
Significant Contributor,NA,Derrick Russell,6-10,215,Jr,31,43.8,70.6,22.8,17.8,42,42.7,13.1,5.2,5.2,33.8,6.8,2.9,6.3,4.8,67.2,34,80,0.425,50,119,0.42,0,0,0,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,64,368,NA,403,NA,NA,NA,NA,National Rank,Alabama St.,2004,17525
Significant Contributor,NA,Akeim Claborn,,NA,,13,18.8,72.9,23.1,17.5,47,49.2,9.1,4,4,37.2,4.8,1.8,6.5,5,72,19,36,0.528,16,36,0.444,5,14,0.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2004,3450
Significant Contributor,NA,Sam Milledge,6-0,181,Sr,28,13,71.3,20.8,18.2,30.6,39.9,3.1,20.5,20.5,36.1,0,2.2,3.4,3.4,38.9,12,14,0.857,8,21,0.381,2,15,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2004,18003
Role Player,NA,Alexander Oliver,,NA,,31,64,93.5,17.9,15.6,51.3,56.7,2.8,13,13.3,29.9,0.1,1.6,3,4.1,63.2,68,96,0.708,54,107,0.505,16,45,0.356,NA,NA,NA,NA,NA,368,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,National Rank,Alabama St.,2004,329
Role Player,NA,Xavier Oliver,6-7,220,Sr,31,52.3,96.1,18.8,16,57.9,58.5,11.4,13.5,13.5,30.9,5.3,2.6,3.7,3.5,48.8,36,62,0.581,57,102,0.559,11,25,0.44,NA,NA,NA,NA,NA,NA,136,6,NA,NA,118,NA,NA,NA,NA,NA,236,NA,National Rank,Alabama St.,2004,17415
Role Player,NA,Kevin Spicer,,NA,,31,46.9,84.9,18.2,17.1,39.8,45.5,8,6.8,6.8,24.6,1.5,2.3,7.2,4.3,62.3,47,76,0.618,47,114,0.412,1,8,0.125,NA,NA,NA,NA,NA,NA,NA,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama St.,2004,381
Role Player,NA,Jermaine Smith,,NA,,31,44.3,99.9,17.9,16.2,50.5,55.6,8.7,7.8,7.8,23.4,0.6,1,2.6,4.6,72.5,53,79,0.671,49,97,0.505,4,12,0.333,NA,NA,NA,NA,NA,NA,491,NA,NA,NA,NA,NA,391,NA,NA,NA,NA,NA,National Rank,Alabama St.,2004,726
Role Player,NA,Herbert Warren,,NA,,20,12.6,76.1,17.7,15.6,40,42.5,7.2,10,10,30.6,1.4,1.2,2,3.6,53.3,8,16,0.5,9,26,0.346,2,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2004,2794
Limited Role,NA,Antquon James,,NA,,29,38.8,84.4,14.1,19.7,40.1,40.2,2.6,9.4,9.4,19.7,0.2,1.8,2,1.6,6,3,7,0.429,12,27,0.444,23,89,0.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2004,17593
Major Contributor,NA,Levi Levine,,NA,,28,92.9,87.5,26.1,27.3,43.3,47.2,4.7,17,17,22.2,0.9,2.7,3.2,4.1,25.4,73,96,0.76,102,250,0.408,41,128,0.32,17,NA,214,243,NA,NA,NA,NA,NA,NA,NA,481,NA,NA,NA,439,NA,NA,National Rank,Albany,2004,601
Significant Contributor,NA,Jon Iati,,NA,,28,98.4,85.8,23.9,27.8,43.8,45.5,0.5,18,18.9,20.9,0,1.2,1.5,2.8,11,34,45,0.756,77,192,0.401,68,217,0.313,1,NA,441,207,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,National Rank,Albany,2004,3076
