Role,Number,Player,Ht,Wt,Yr,G,Min.Pct,ORtg,Poss.Pct,Shots.Pct,eFG.Pct,TS.Pct,OR.Pct,DR.Pct,ARate,TORate,Blk.Pct,Stl.Pct,FCper40,FDper40,FTRate,FTM,FTA,FT.Pct,FGM_2,FGA_2,FG_2.Pct,FGM_3,FGA_3,FG_3.Pct,Min.Pct.Rk,ORtg.Rk,Poss.Pct.Rk,Shots.Pct.Rk,eFG.Pct.Rk,TS.Pct.Rk,OR.Pct.Rk,DR.Pct.Rk,ARate.Rk,TORate.Rk,Blk.Pct.Rk,Stl.Pct.Rk,FCper40.Rk,FDper40.Rk,FTRate.Rk,FT.Pct.Rk,FG_2.Pct.Rk,FG_3.Pct.Rk,NationalRank,Team,Year,PlayerId
Significant Contributor,NA,Antoine Hood,6-4,200,Sr,31,90.9,115,23.8,24.5,60.2,62.6,4.1,19.1,19.1,16.8,0.8,2.9,2.2,4,36.2,83,114,0.728,134,219,0.612,37,96,0.385,26,17,457,487,55,56,NA,NA,NA,441,NA,362,22,NA,NA,NA,57,349,National Rank,Air Force,2006,175
Significant Contributor,NA,Jacob Burtschi,,NA,Jr,31,83.1,114.9,23.5,24.6,55.2,57.9,8.3,18.4,18.4,14,0.6,4.8,3.2,3.7,31.5,66,91,0.725,98,162,0.605,41,127,0.323,203,172,488,471,247,273,NA,216,NA,152,NA,19,NA,NA,NA,NA,75,NA,National Rank,Air Force,2006,837
Role Player,NA,Matt McCraw,,NA,Jr,30,86.4,113.8,17.5,18.4,61.3,63.6,1.6,15.2,15.2,18.5,0.1,3,1.7,2.7,28.4,49,64,0.766,33,63,0.524,70,162,0.432,101,212,NA,NA,42,41,NA,NA,NA,NA,NA,299,54,NA,NA,38,493,89,National Rank,Air Force,2006,1005
Role Player,NA,Dan Nwaelele,,NA,Jr,31,81.7,118.6,19.9,21.1,62.9,66.4,3.5,16,16.2,18.2,0.7,1.6,2.7,2.9,26.6,58,65,0.892,53,105,0.505,67,139,0.482,254,69,NA,NA,23,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,8,National Rank,Air Force,2006,2226
Role Player,NA,John Frye,,NA,Jr,31,55,102.8,17.7,15.3,64.3,64.5,3.6,15.9,15.9,28.6,6.2,1.5,4.5,2.7,33.6,25,40,0.625,48,76,0.632,19,43,0.442,NA,NA,NA,NA,NA,NA,NA,264,NA,NA,124,NA,NA,NA,NA,NA,27,NA,National Rank,Air Force,2006,3690
Role Player,NA,Tim Anderson,,NA,So,31,51.3,107,16.4,15.5,45.1,52.1,5.1,14,14.8,17.3,1.6,2.9,3.6,2.8,38.4,37,43,0.86,19,48,0.396,21,64,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,498,NA,334,NA,NA,NA,NA,NA,NA,National Rank,Air Force,2006,2670
Role Player,NA,Andrew Henke,,NA,Fr,25,20,97.1,18.1,15.9,51.1,56.8,1.9,11.7,11.7,24.7,1.6,1.1,2.9,3.4,48.9,17,22,0.773,5,17,0.294,12,28,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2006,4492
Major Contributor,NA,Darryl Peterson,6-5,220,Sr,31,31.6,109.5,26.3,30,47.7,53.6,6.4,11.7,11.7,11.5,1.1,1.6,4,5.5,40.5,56,70,0.8,54,112,0.482,19,61,0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akron,2006,1487
Significant Contributor,NA,Romeo Travis,,NA,Jr,33,75.6,110,23.6,24.2,53.1,55.9,8,13.8,13.8,14.5,3.5,2,3.3,5.1,46.7,101,156,0.647,170,318,0.535,5,16,0.312,NA,419,473,NA,38,454,NA,183,NA,201,314,NA,NA,259,263,NA,397,NA,National Rank,Akron,2006,729
Significant Contributor,NA,Cedrick Middleton,,NA,So,33,51.2,106.8,21.5,21.7,53.4,56.3,3.4,19.9,19.9,19.4,0,2.2,3.6,4,36.5,51,74,0.689,59,117,0.504,33,86,0.384,NA,NA,NA,NA,NA,NA,NA,NA,459,NA,NA,NA,NA,NA,NA,NA,NA,361,National Rank,Akron,2006,2261
