Role,Number,Player,Ht,Wt,Yr,G,Min.Pct,ORtg,Poss.Pct,Shots.Pct,eFG.Pct,TS.Pct,OR.Pct,DR.Pct,ARate,TORate,Blk.Pct,Stl.Pct,FCper40,FDper40,FTRate,FTM,FTA,FT.Pct,FGM_2,FGA_2,FG_2.Pct,FGM_3,FGA_3,FG_3.Pct,Min.Pct.Rk,ORtg.Rk,Poss.Pct.Rk,Shots.Pct.Rk,eFG.Pct.Rk,TS.Pct.Rk,OR.Pct.Rk,DR.Pct.Rk,ARate.Rk,TORate.Rk,Blk.Pct.Rk,Stl.Pct.Rk,FCper40.Rk,FDper40.Rk,FTRate.Rk,FT.Pct.Rk,FG_2.Pct.Rk,FG_3.Pct.Rk,NationalRank,Team,Year,PlayerId
Go-to Guys,14,Michael Lyons,6-5,193,Sr,30,73.8,109,29.1,32.5,53.6,56.6,5.5,17.4,17.4,12.5,0.5,1.9,2.6,5,32.8,96,133,0.722,139,244,0.57,52,161,0.323,NA,NA,64,24,3,337,NA,NA,NA,131,NA,NA,NA,267,NA,NA,187,NA,National Rank,Air Force,2013,9074
Significant Contributor,25,Kyle Green,6-2,182,Sr,32,42.3,99.2,20.7,19.8,48.6,53.4,3.2,17,17.6,21.4,0.2,2.1,3.3,3.3,31,36,44,0.818,18,47,0.383,34,95,0.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Air Force,2013,11562
Significant Contributor,21,DeLovell Earls,6-5,220,So,32,35.3,91.1,23.4,19.5,45.7,47,10.5,20.2,20.2,25,0.6,2,4.7,3.5,32.8,20,38,0.526,38,90,0.422,10,26,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2013,11561
Role Player,5,Mike Fitzgerald,6-6,215,Sr,32,73.1,114.2,17.2,17.1,56.9,62.2,3.1,11.3,11.3,16.8,0.6,1.6,3,3.5,43.6,77,92,0.837,63,113,0.558,38,98,0.388,NA,247,NA,NA,12,54,NA,NA,NA,NA,NA,NA,NA,NA,37,102,263,261,National Rank,Air Force,2013,10034
Role Player,34,Taylor Broekhuis,6-10,220,Sr,32,62.7,105.9,17.7,17.7,60.6,61.3,4.1,10.2,10.2,20.3,4.6,1.4,3.1,3.1,33.5,39,63,0.619,93,148,0.628,14,40,0.35,NA,NA,NA,NA,38,8,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,44,NA,National Rank,Air Force,2013,9766
Role Player,4,Kamryn Williams,6-4,195,So,30,26.8,104.4,19.1,16.7,50,54.3,7.3,15.8,15.8,19.7,3,2.5,4.6,3.6,44.7,24,34,0.706,32,67,0.478,4,9,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2013,11569
Role Player,0,Marek Olesinski,6-8,216,So,31,26.3,108.1,16.7,18.9,62.5,62.3,7.5,8.3,8.3,20.8,0.4,1.1,6.3,1.6,4.8,2,4,0.5,15,33,0.455,25,51,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2013,14225
Role Player,1,Tre' Coggins,6-2,185,Fr,31,24.3,89.3,18.7,15.6,46.1,50,2.1,20.1,20.1,28.6,0,3.8,4.4,2.8,29.7,14,19,0.737,13,28,0.464,11,36,0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2013,14216
Role Player,22,Max Yon,6-4,195,So,26,18.1,99.3,18.3,18.7,50,55,3.4,12.7,12.7,21.8,0.6,1.1,2.6,2.5,21.1,12,12,0.999,18,36,0.5,7,21,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2013,11570
Role Player,15,Cameron Michael,6-5,185,Fr,21,16.2,129.1,17.4,21.2,69,69,3.8,16.4,16.4,11.9,0,1.8,3.3,2.3,15.5,6,9,0.667,13,18,0.722,18,40,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2013,14222
Role Player,3,Justin Hammonds,6-6,190,So,22,14.2,109.6,18.5,13.7,56.1,60.9,2.9,12.6,12.6,18.2,1.4,4,5.7,5.8,109.1,24,36,0.667,17,29,0.586,1,4,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2013,11564
