Role,Number,Player,Ht,Wt,Yr,G,Min.Pct,ORtg,Poss.Pct,Shots.Pct,eFG.Pct,TS.Pct,OR.Pct,DR.Pct,ARate,TORate,Blk.Pct,Stl.Pct,FCper40,FDper40,FTRate,FTM,FTA,FT.Pct,FGM_2,FGA_2,FG_2.Pct,FGM_3,FGA_3,FG_3.Pct,Min.Pct.Rk,ORtg.Rk,Poss.Pct.Rk,Shots.Pct.Rk,eFG.Pct.Rk,TS.Pct.Rk,OR.Pct.Rk,DR.Pct.Rk,ARate.Rk,TORate.Rk,Blk.Pct.Rk,Stl.Pct.Rk,FCper40.Rk,FDper40.Rk,FTRate.Rk,FT.Pct.Rk,FG_2.Pct.Rk,FG_3.Pct.Rk,NationalRank,Team,Year,PlayerId
Role Player,42,Bo Amusa,6-6,205,Jr,27,59.4,103.4,19.8,22.1,46.6,51.2,8.8,7.2,7.2,13.1,7.5,1.4,3.3,4.4,46.1,65,95,0.684,87,191,0.455,6,15,0.4,NA,NA,NA,NA,NA,NA,49,389,NA,165,71,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama A&M,2010,9150
Role Player,44,Jonathan Inman,6-5,215,Jr,27,43.2,92.2,17.8,16.1,43.1,48.6,7.2,7.5,7.5,19.4,4.7,1.8,6.5,4.8,73.4,49,80,0.613,47,109,0.431,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,NA,NA,398,NA,NA,NA,NA,National Rank,Alabama A&M,2010,5464
Role Player,12,Jabari Deshields,5-10,160,Jr,27,42.2,65.2,18.4,13.3,29,34.9,3.5,27,27.3,36.5,0.6,3.2,5,3.3,53.4,26,47,0.553,15,64,0.234,7,24,0.292,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,19,NA,NA,NA,NA,NA,NA,National Rank,Alabama A&M,2010,7577
Limited Role,52,Adam Young,6-8,215,Fr,27,48.6,84.7,12.6,14,34.6,38.5,7.3,5.5,5.5,15.4,3.9,1.5,4.7,2.5,34.6,22,37,0.595,37,100,0.37,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,433,3,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama A&M,2010,9304
Limited Role,24,Marcus Lee,6-1,180,Fr,25,44.1,75.7,13.9,8.5,50.8,55.9,1.7,18,18.5,44.4,0.4,2.1,3.5,2.6,61,25,36,0.694,18,44,0.409,8,15,0.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama A&M,2010,9380
Limited Role,22,Desmond Jackson,6-1,190,Jr,27,25.3,50.6,15.7,17.4,25.4,25.4,3.2,8,8,30,1.4,2.9,5,1.7,11.6,2,8,0.25,7,31,0.226,7,38,0.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2010,6577
Major Contributor,21,Tramaine Butler,6-3,180,So,31,70.5,90.6,24.3,23.1,44.4,46.9,8.6,19.2,19.2,21,1.2,3.6,4.7,5.7,59.1,84,159,0.528,79,178,0.444,27,91,0.297,NA,NA,406,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,165,135,NA,NA,NA,National Rank,Alabama St.,2010,8200
Major Contributor,2,Tramayne Moorer,6-5,220,Sr,31,65.5,100.7,25.2,23.8,48.8,55.4,10.1,7,7,20.1,2.4,2.2,3.7,6.8,72,131,185,0.708,112,226,0.496,9,31,0.29,NA,NA,316,NA,NA,462,311,147,NA,NA,NA,NA,NA,4,41,NA,NA,NA,National Rank,Alabama St.,2010,5997
Significant Contributor,23,Menji Mundadi,6-3,195,Sr,31,77,112.6,21.4,27.1,57.1,60.1,3,7.4,7.4,15,0.5,1.9,1.7,4.3,34.5,89,119,0.748,56,111,0.505,94,234,0.402,426,296,NA,249,12,131,NA,NA,NA,38,NA,NA,57,NA,NA,48,NA,195,National Rank,Alabama St.,2010,8453
Significant Contributor,45,Byron Walker,6-8,240,Sr,29,45.5,89.8,20.5,24.5,44.8,48.2,6.5,5.4,5.4,20.1,5.5,1.8,4.7,3.4,25.5,34,47,0.723,81,182,0.445,1,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama St.,2010,8906
Significant Contributor,0,Chris Duncan,6-8,200,Jr,29,41.7,88.7,21.8,24.8,42.7,45.3,9.5,8.6,8.6,19.1,10.3,1.6,3.8,3.9,31.6,32,54,0.593,61,128,0.477,8,43,0.186,NA,NA,NA,488,NA,NA,386,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama St.,2010,9428
Role Player,3,Sekani Milligen,6-3,185,So,30,32.6,87.8,16.6,22.1,40.3,43.3,3.6,5.5,5.5,16.4,0.5,1.7,3.4,2.6,18.5,16,22,0.727,12,34,0.353,24,85,0.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2010,9632
Role Player,15,Robert Sanders,6-6,220,Jr,31,31.7,81.8,18.4,18.1,40.5,42.7,8.5,8.5,8.5,23.2,1.9,1.3,6.2,3.9,46.3,22,44,0.5,31,79,0.392,5,16,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2010,9647
Limited Role,1,A.J. Spencer,6-2,185,Jr,28,41.6,88,15.6,8.9,36.1,46.6,2.4,37,37.8,36,0.6,2.5,4.2,3.5,82,35,50,0.7,19,45,0.422,2,16,0.125,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama St.,2010,9429
Limited Role,4,Jeffery Middlebrooks,6-0,170,So,24,38.7,75.3,13.1,8.6,33.6,37.9,2.3,28,28,38.6,0,1.9,5.9,2.4,47.3,14,26,0.538,8,30,0.267,7,25,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2010,9499
Limited Role,12,Ivory White,6-4,185,So,18,26.5,83.9,14.5,14.6,41.4,43,7.1,13.5,13.5,28,1,1.8,3.8,2.1,18.8,7,12,0.583,10,31,0.323,11,33,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2010,7966
Go-to Guys,23,Tim Ambrose,6-0,220,Jr,32,65.8,95.1,29.9,30.1,46.1,50.5,7.1,28,28,23.7,0.4,2.4,4.1,4.7,30.8,81,106,0.764,121,267,0.453,25,77,0.325,NA,NA,52,97,NA,NA,NA,NA,135,NA,NA,NA,NA,458,NA,4,NA,NA,National Rank,Albany,2010,6945
Significant Contributor,3,Will Harris,6-6,230,Sr,29,59.6,106,23.8,28.8,53.9,56.2,6,10.5,10.5,17.8,0.6,1.5,2.9,3.4,20.8,47,62,0.758,90,180,0.5,47,118,0.398,NA,NA,483,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,National Rank,Albany,2010,5537
Significant Contributor,10,Mike Black,6-0,175,Fr,31,50.9,95.2,21.9,19.4,50,54.6,1.8,25,25.3,29,0.2,1.6,2.7,3.8,39.8,51,68,0.75,36,95,0.379,33,76,0.434,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,NA,NA,NA,NA,NA,46,NA,61,National Rank,Albany,2010,9261
Significant Contributor,12,Scotty McRae,6-8,210,Sr,32,49.9,88.8,20.5,19.8,37.2,44.2,10.1,7.2,7.2,20.5,4.8,1.4,4.4,4.4,50,60,86,0.698,55,144,0.382,6,28,0.214,NA,NA,NA,NA,NA,NA,306,49,NA,NA,216,NA,NA,NA,NA,NA,NA,NA,National Rank,Albany,2010,8502
Significant Contributor,2,Logan Aronhalt,6-3,215,Fr,31,41.2,93.2,23.5,26.8,44.8,49.1,5.6,9.8,9.8,21.7,0.8,1.9,1.9,3.4,22.9,37,44,0.841,32,78,0.41,36,114,0.316,NA,NA,NA,282,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,National Rank,Albany,2010,9444
Role Player,4,Fran Urli,6-8,220,Jr,30,43.1,107.7,16.5,14.3,50.9,56.9,10.4,5.5,5.5,19.1,0,0.8,4.8,4.4,72.9,55,78,0.705,50,102,0.49,3,5,0.6,NA,NA,NA,NA,NA,NA,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Albany,2010,9399
Role Player,11,Mike Johnson,6-1,195,Sr,22,36.4,86.7,18,15.8,43.5,46.3,3,25,25.7,29.9,0.5,2.7,2.8,2.7,28,18,28,0.643,36,74,0.486,5,26,0.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2010,8055
Role Player,24,Jake Lindfors,6-10,225,Fr,22,22.3,79.4,18.3,24.5,34.7,36.8,6.6,3.1,3.1,16,4.2,1.5,4.9,2.1,9.5,7,9,0.778,18,47,0.383,10,48,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2010,9884
Limited Role,33,Billy Allen,6-6,210,So,30,29.5,102.5,13.9,17.8,49.5,52,1.2,9.7,9.7,18.3,0.9,2.7,3.9,1.7,9.9,9,9,0.999,12,20,0.6,22,71,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2010,8389
Limited Role,5,Derrek Tartt,6-3,180,Fr,30,24,72.4,15.5,10.1,45.2,49.1,2.7,14,14.9,42.9,0.3,1.9,3.8,2.8,50,13,21,0.619,10,25,0.4,6,17,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2010,9850
Nearly Invisible,54,Brett Gifford,6-11,260,Sr,30,39.5,79.1,10.1,9.1,46.8,46.8,4.4,7.2,7.2,34.2,5.4,1.4,5,1.4,14.5,4,9,0.444,29,61,0.475,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2010,5684
Nearly Invisible,21,Blake Metcalf,6-9,250,Fr,32,37.1,89.2,11.3,9.2,45.8,45.9,12.1,4.6,4.6,26.8,3.2,1.3,4.3,2.2,42.4,11,25,0.44,27,58,0.466,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2010,9539
Go-to Guys,13,JaMarkus Holt,6-8,240,Jr,20,43.5,77.9,28.8,30.4,38.3,41,13.5,8.1,8.1,20.6,4.5,1.2,3.1,6,44.9,52,102,0.51,87,224,0.388,0,3,0,NA,NA,83,88,NA,NA,61,149,NA,NA,243,NA,NA,116,NA,NA,NA,NA,National Rank,Alcorn St.,2010,8057
Major Contributor,30,Tony Eackles,6-2,200,Fr,29,30.8,92,24.5,22.5,49.2,56,3.2,7.4,7.4,25.3,1,1.8,3.7,6.7,73.9,63,88,0.716,36,84,0.429,15,35,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2010,9673
Major Contributor,11,Shaunvanta Ingram,6-3,180,Fr,28,27.6,80,25.3,28.5,39.3,43.6,6.5,10.5,10.5,22.4,0.8,1.2,4.3,4.5,32.6,30,44,0.682,35,86,0.407,12,49,0.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2010,9760
Significant Contributor,0,Jonathan Boyd,6-3,175,Sr,31,72.4,90.7,20.4,25.4,47,49.9,1.5,11,11.1,20.6,0.3,3,2.5,3.1,21.2,50,67,0.746,39,116,0.336,73,200,0.365,NA,NA,NA,422,NA,NA,NA,NA,NA,NA,NA,241,371,NA,NA,494,NA,477,National Rank,Alcorn St.,2010,7858
Significant Contributor,1,Keith Searcy,6-4,158,Fr,31,51.6,64.9,23.7,22,37.2,42.1,1.7,14,14,35.2,0.3,1.8,5.3,3.9,34.4,46,67,0.687,71,180,0.394,1,15,0.067,NA,NA,488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alcorn St.,2010,9249
Significant Contributor,4,Derrick Blackwell,5-8,190,Jr,27,23.9,57.9,21.2,15.3,31.7,37.4,0.7,31,31.5,44.9,0.3,2.8,3.6,3.1,34.9,15,22,0.682,8,36,0.222,8,27,0.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2010,7331
Significant Contributor,45,Jamar Ragland,6-4,177,Fr,12,17,60.4,21.7,24.3,31,33.7,3.4,11,11,28.6,0.4,1.7,4.5,2.9,18.3,8,13,0.615,16,51,0.314,4,20,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2010,10020
Role Player,24,Ian Francis,6-8,189,Fr,31,69.4,88.1,19.8,19,46.9,50.2,7.1,6.7,6.7,22.4,2.4,1.6,3.6,5.1,63.3,83,143,0.58,106,226,0.469,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,99,NA,NA,NA,National Rank,Alcorn St.,2010,9045
